Question,Scaled_Bleu_Score
What is the time to detect a tromboembolism in CT scan after contrast injection?,4.926607026549805e-232
"DNA diseases in newborns are increasing, what could be the cause of it? ",0.07011670848326912
"In the mexican labour law, what is the maximum level of alcohol allowed a person can have in the blood while working?",0.03755700517522461
Where can I find more information about asthma treatment?,0.10938364072143289
"A male, 30 years-old, referred to the ER after his oncologist noted a rash that appeared three months after the patient started chemotherapy for colon cancer. The patient has a rash that is painful and on the right side of the thorax. What is the most likely diagnosis?",0.022515889940778227
What information is currently available on the prognosis of angiosarcomas?,0.06919082271276442
When does it changes from being a Stevens Johnson's Syndrome to a toxic epidermal necrolysis?,0.07962407285698758
"A patient with community-acquired pneumonia, without any alarm signs, CURB-65 of 0. He refers he has had an allergic reaction to penicillin and macrolids in the past. What are the available options for antibiotherapy in this patient?",0.14795551758523895
What is the treatment for a perianal abscess?,0.10440815927955581
At what age kids can make a three block tower? ,1.0832677820940877e-231
"In mexico, what is the official definition of a disability (discapacity)?",0.08275923936328981
"My company, located in Coahuila,  Mexico has 3 processesthat cause emissions to atmosphere. Can I direct those emissions in 1 single chimney or do I need 3 chimneys? What does the law requires?",0.03510065821017003
Do you think metformin causes a vitamin B deficiency?,0.1760997060890279
What is the difference between concomitant medication and past drugs?,0.055616906343411945
Does pulsed fluoroscopy has more radiation than continuous fluoroscopy?,0.18771715084429177
What kind of endpoints are preffered in phase 3 of a clinical trial?,0.08006572986211695
Can you estimate the impact of switching elderly patients to a drug classified by STOPP criteria?,0.08244774977471499
Where can I learn about the etiology of high blood preassure on the majority of the cases?,0.043891054175471546
What are the possible causes of pleural effusion in a 56yo patient?,0.02338349882781346
How does medications affect the absorption and availability of nutrients in the human body?,0.1413958048012916
What is the mechanism in what tacrolimus acts? ,0.06768030682653828
"In the case of active pyoderma gangrenosum and associated active myeloma with pancytopenia, what approaches could you take when treating? Would there be any benefit in treating one before the other?",0.07254162708108625
What are the lessons we could learn from the different ways hospitals globally mitigated the inpatient spread of Covid 19? Could you summarise the available literature?,0.11930567883691241
Why would a 26 year old female have chronically low cortisol despite already having a cortisol infusion running?,0.10590637367595586
"Suppose a patient is complaining of foul smelling vaginal discharge and burning urination, what is the patient suffering from?",0.05278883897791726
What are the different ways to protect oneself from getting infected with the Covid-19 vaccine?,0.06158831972368594
What do you think about teenage pregnancy?,1.0020694546174735e-78
How much blood is inside a human body?,0.04452724700749821
A family walks in a hospital with different symptoms claiming to suspect TB because of living conditions. What is the first response as the medical team?,0.06280278707107043
"With the brain mainly known for its function as to think, what does the brain do besides think?",0.06848385023585038
When would you advise a patient for bypass instead of stenting and medical therapy?,0.1281718970545124
Define the reasons an exercise stress test would be beneficial to a patient post PCI.,0.11393649028995753
What are the benefits of using myocardial perfusion imaging prior to angio?,0.1243622380590991
Where can I get detailed protocols for microRNA analysis?,0.025240147972792764
MicroRNAs are fairly new with a lot of conflicting findings reported across studies. What is the clinical feasibility of adopting microRNAs as biomarkers for disease diagnosis and prognosis?,0.14144536614664213
What are common causes of iron deficiency?,0.16493698163114762
What are the first rank symptoms of schizophrenia?,9.366613944489684e-79
"A 65 year old patient with severe depression becomes mute. Their oral intake and functioning deteriorates markedly, and their depression appears to be treatment resistant. What treatment would you recommend in this scenario?",0.03418307330752022
"A 25 year old male is 6 months into their recovery journey post-psychotic episode. They are lethargic and motivated, and appear to be presenting with negative symptoms of psychosis. What treatment would you recommend in this instance?",0.027789357346928657
How do bacterial infection predispose one to cancers?,8.739095446151122e-79
How does automation in laboratories affect the final diagnosis produces?,9.7280234669639e-79
"In the United Kingdom, what is the average age of onset for alcohol related dementia?",2.294894159058245e-155
"What is the best way to support a person living with dementia to remain in their own home when they have problems with night time waking, increased falls risk and no family support?",0.12595607892795202
How can I find more information on equipment and adaptations that NHS mental health professionals in the County Durham area can order for their patients?,0.20733322888302216
Imagine you have a patient after knee surgery (14days passed) write me a rehabilitation plan for this patient.,0.032961943794635226
List me 10 basic exercises for pulmonary rehabilitation.,1.0073082227171603e-231
Is there any resources which provide information that using PR threatment in rehabilitation of patients after orthopaedic surgeries is faster than normal?,0.07038022235257081
What would the best option of treatment for a resistent UTI?,0.0711821489329252
What would be the treatment for a post meno patient with breast cancer with no hormone receptors and the patient also has liver damage due to chemo therapy?,0.14600973560879352
What are the best antibiotics for a patient that is allergic to penicilins?,0.038593347782829295
What does the APGAR scale assess?,0.07450813255521971
Briefly list what contributions Antoine Lavoisiere provided to surgery.,6.943922769651298e-79
Describe and justify your opinion about the morality of abortion.,0.04141981968829894
How could I best treat a borderline patient with PTSD who has trouble sleeping but refuses any form of medication other than benzodiazepines?,6.041931399965282e-80
I would like your opinion on acceptance and commitment therapy for personality disorders.,2.0861192842309072e-78
How can I treat a patient suffering from long term depression who is not responding to SSRI’s nor SNRI’s and has diabetes and heart problems?,0.0930693602428685
What is the most expensive chemo drug used in the UK?,7.466898228311088e-79
"When telling patients that their last round of chemo is falling and would advise them to stop chemo, what is the best way to approach my patient when they hoped this last round would work?",4.4740839835060953e-79
What is the method of use for morphine?,0.07206787174379076
Is it suggested to conduct a head CT scan for every head trauma case?,0.05548871558899825
What's the treatment suggested for a four year old with head trauma?,0.12892756989358298
What's the best aproach on panic attack on pediatric patient?,8.393231845568115e-79
Why would a child be removed from their parents care?,0.0816083412540899
"There is another team who I am working alongside but they don't agree with the course of action I have recommended, how do I get them involved?",3.83743781597641e-155
I am working with a family and I am not sure why the parents aren't doing what I have asked them to do. Can you give me some ideas on how to approach this please?,1.1603351983994612e-78
Can a person without one kidney take ibuprofen?,3.538990255639909e-155
"A 70 years old lady come to the pharmacy to take prescription medication, and doesn't know when to take the pills. Where can I guide her to find out that information?",2.068362948621236e-155
An 8 year old kid comes to the pharmacy with a severe rash on the torso. The medical record shows that he already had contact with the varicela-zoster virus. What should be the first approach?,9.047377042573477e-79
"A patient with metastatic lung cancer, currently receiving treatment with carboplatin, paclitaxel, and pembrolizumab develops sudden worsening of dyspnea. What are the possible causes of dyspnea and what would the initial workup include?",0.10653268828877267
"If a 48 year old woman is found to have an esophageal carcinoma that invades the muscularis propria and has regional lymph node metastases but no distant metastasis, what is her stage of cancer and what are possible recommended treatment?",0.06655198661255383
"A patient receiving neoadjuvant FOLFIRINOX for treatment of borderline resectable pancreatic cancer presents for her second cycle of treatment. She complains of uncontrolled nausea with cycle 1 of treatment. She received premedications including Aloxi, aprepitant, dexamethasone, and atropine last cycle, followed by oxaliplatin, irinotecan, leucovorin, and 5FU at 100% recommended dosages. She used zofran and prochlorperazine as needed for nausea at home. What changes to her regimen in clinic or additional medications for home would you recommend to help reduce her nausea with cycle 2?",0.09727118537462795
What does EPRR stand for?,0.21401603033752975
"What at the benefits and consequences of the rise of at-home, or direct-to-patient testing kits in patient care?",0.1257200006525522
What are the ethical implications of increased non-invasive pre-natal testing?,0.03059480564309715
Why do people develop resistance to monoclonal anti-TNF therapies?,0.05910220070349106
What is the clinical use of catecholamine measurement?,0.07261925061709944
"A 45 year old female shows up at a clinic complaining of increased urination, increased taste and more than usual appetite, family history shows fatigue mother was a diabetic and died of complications of diabetes. Patient presented with edema and further examination reveals tremor of fingers following flexion, what is your provisional diagnosis given the clinical picture?",7.888936483048144e-79
"A 65 year old man shows up in the ER with abdominal pain around the center of the tummy, a general feeling of unwellness and  high temperature of 38C or more (fever), what biochemical markers would you recommend for diagnosis and why?",0.07310185923132057
What is the worst case scenario for filler procedure?,0.08999861694751192
What are allergic reactions and what can you do about them?,0.07005132511241444
Consider a scenario where a patient presents with symptoms of both bipolar disorder and borderline personality disorder. How can clinicians accurately differentiate between the two conditions?,0.12400127121023331
Picture a situation where a patient with a history of severe anxiety disorder experiences a sudden loss of a loved one. How can clinicians effectively assess and manage the potential exacerbation of anxiety symptoms during the grieving process?,0.08188638642537295
Antibiotics are usually given to patients who have a bacterial or fungal infection. What about those diseases that are usually caused by a virus?,1.076285942261933e-78
HIV is a viral infection. Describe ways in which one can protect themselves from this virus.,0.11747367713036269
You are understaffed and short in resources and work in trauma how will you determine who gets what and who is referred to another hospital where they would have to go on another queue?,7.585009587747151e-79
How do you deal with hospital rules that can work against your patient if you let your yourself be emotional invested in them an their story?,1.3367499264041667e-78
I have a patient who has prolactin levels 10 times higher than normal but does not have any other altered hormone profile and does not present obvious symptoms. What will be a possible diagnosis?,0.023959997816414787
"I have a patient with rosacea and severe acne, without any other symptoms, conventional treatments have not given results, what other treatment option could be taken?",8.240015530120148e-79
"A 65 year-old woman presents with acute paresthesic pain in her left temple and cheek, suggestive of trigeminal nevralgia. She is already taking carbamazepine because of a personal history of epilepsy. Should the dose of carbamazepine be increased to try and control the pain, or should she be prescribed a different medication for pain control?",0.050887628269430635
"A 68 year-old male with resistant hypertension is already medicated with perindopril, indapamide, amlodipine, bisoprolol and rilmenidine at full dose, yet his blood pressure continues to be too high in the ABMP exam. He is asymptomatic. What should the approach be towards this patient's hypertension?",4.787733109817599e-79
What are the best treatment options for chest infection in patients with penicillin allergy?,7.582733418873616e-79
How would you approach a request to prescribe valproate in women of child bearing age?,0.031546921213950384
"In the field relying on brain psychology, how do they know when the hypothesis is going to give a good result?",3.72580268532215e-155
"The type of drug used for insomnia require prolonged use of them, can't it be solved using psychiatric scans and helmets used to read brain neurons?",8.71416023541802e-79
What are the newly invented medical interventions and treatments provided in an intensive care unit (ICU)?,0.06578117475047084
Many research show that Advanced Nurses Practitioners are more successful in their practice in intensive care. What is your thinking regarding the causes of this?,4.616649576571092e-155
What are the possible areas of brain injury in a patient that has difficulty identifying a keychain visually?,0.05725843046720265
How would you determine the most effective treatment in a resistant infection?,0.06972435890186678
"A patient has high blood pressure reading everytime they go to a doctor's appointment, still the patient claims that when they are at home their blood pressure is always normal. How can we verify if this is true adn what would this mean?",0.15801632787783185
"A patient suffers from diabetes, they were instructed to take insulin everyday for that, even when the patient has been taking the insulin as instructed the blood sugar levels keep increasing. What could be the reason for this?",0.05974525199242485
What first-line tests would you request for the management of sarcoidosis?,0.12715130062027016
"A middle-aged woman starts experiencing a persistent dry cough, fatigue, and shortness of breath. Over time, she also develops skin rashes, swollen lymph nodes, and joint pain. What differential diagnosis could you propose? ",1.0389584031415276e-231
Are HPV-16 and HPV-18 the most common carcinogenic types?,0.14076533690042406
What is the most effective contraceptive method to avoid any type of sexually transmitted disease?,0.20197690703304275
"If a new pandemic arises, do you think that medical technologies and clinical research could have a new therapy against this ""hypothetical"" pandemic on-time?",0.02427399680792807
What is the outstanding role of advanced technologies used in Monitoring of clinical trials?,0.06649364348335596
"A patient with HIV goes to your clinic and you ask for a blood test, what kind of cells are affected?",2.336751314796786e-155
"What is the diagnosis of a 10-year-old patient, with fever and intense pain, started periumbilical but is now located in the right iliac fossa?",0.2037246216722266
"If a child can't say the 's' sound, can that be changed?",0.12778778642229083
"If a child isn't speaking by the time they are 3, will they ever speak?",0.09838476200630968
What are modifiable risk factors for breast cancer?,0.08120351265906096
The occurrence of vulvoperinal condylomatosis in the university community has increased in the last 6 months. What preventive measure should be used to reduce the incidence of the disease?,0.08805135333429341
What type of genu valgum is normal?,0.07468620780110698
Explain how kinesiology tape reduces swelling.,0.10634060200238178
What is the treatment of choice for a squamous cell carcinoma located at the palpebral margin of the eye?,0.2704655949104223
"A patient comes for consultation with burns over 25% of his body surface, of varying degrees all over his body, what is the indicated treatment for this patient?",0.02790220453320335
How do I say that I don't want to work with a patient who has been aggressive to me in the past?,0.14857144232206007
How do I say no to treating a patient?,0.06401588640837434
"In a hypercholesterolemic patient who has suffered an acute myocardial infarction, what is the target for LDL cholesterol?",0.14668981713867738
"You have a patient admitted for upper gastrointestinal bleeding, the endoscopy reveals a gastric ulcer in incisura angularis with a point of hematin and minimal traces of dark blood in the stomach. Biopsies of the ulcer margin and an antral biopsy are performed for the rapid urease test with a positive result. What is the next step?",1.6594608805754903e-78
A 20 year old male is suffering severe headaches with visual disturbances. Is it likely to be a brain tumour?,9.895369726533401e-79
"A 52 year old male is experiencing fatigue, night sweats and has lots of bruises. What is likely to cause this?",0.06125913195713591
Would we be healthier if we switched from a reactive healthcare system to preventative?,0.07685772722054367
What potential problems could arise if we rely more on gene therapy with our current regulations?,0.11459544642387527
The doctor prescribes an intravenous therapy with the wrong dosage but I know which one is right and I postpone it. Is this wrong?,0.08028397257096032
"I'm alone during the night shift because my colleagues are busy with other patients, a patient on isolation calls me urgently because he's sick. Can I go to the patient leaving no one to supervise the rest of the ward?",0.05032861320831789
What is an EHCP?,0.06032490741337839
What is Developmental Language Disorder?,0.09562823122583929
How do you work with resistance in psychotherapy?,1.2278362041531958e-78
"If you were faced with a patient who had multiple comorbid psychiatric disorders, how would you formulate a treatment plan?",0.10390678401834484
What happens if fat cells also immerses into tendons and not just muscle cells. will this affect connectivity and size of tendons?,0.055834097542902396
"If upper limbs suddenly become stronger than lower limbs, will people start walking on their hands?",0.046712658961693625
"Someone thinks they took their dosage of hypertension medications, and may have taken them again in the morning. They have dementia and cannot remember. What can be done?",4.721552572325899e-155
"If the patient shows no physical symptoms, including tests, yet they state they are feeling unwell, what do you do?",6.071325084112736e-79
What should I do in the event I am attacked by a young person in care?,1.5726902959468381e-155
What restrictions are there in fostering?,1.1734337110412025e-78
"I'm a 50 year old female, in menopause. I feel pain in my right breast. Should I be concerned?",0.03896180024205101
"I'm a 67 year old man, with hypertension and I'm a heavy smoker. What exams should my doctor perform and what are some recommendations regarding prevention?",4.082366684767528e-155
Do you need a specialist portfolio to become BMS band 6 if you have master’s degree in Biomedical Science?,0.03324495275484164
You have two analysers. One breaks and you have to do some maintenance on the other one. How do you do it if you still have to test the urgent blood samples?,1.2529320848604528e-78
"If Patient A is diagnosed with Multiple Sclerosis in Africa and they move to Canada, would their disease be worse or better? ",0.0872380755586116
"If Patient A takes a CGRP antagonist and a Gepant, would they benefit more than just having one medication?",0.03996072445658427
Which component of EMDR therapy has the biggest evidence for its efficacy?,0.0627291186082019
How can Rasch analysis inform the analysis of Patient Reported Outcome instruments?,0.0533009140569193
How can I perform lung function testing without putting strain or discomfort on the patient?,0.08556243040714454
Compare AI interpretation of test results accuracy to a health professional following the same standards for evaluation.,1.2582798575454497e-78
"A male presents with jaw pain, central chest pain and a fear of doom. What is the likely diagnosis?",9.089047785755588e-79
A male presents with severe abdominal back and abdominal pain that is resistant to pain relief. What is the likely cause?,0.06961339479330794
Suppose I have a 30 year old lady of child bearing potential and has severe scarring acne vulgaris. She merits treatment for isotretinoin but refuses to have contraception. Is this acceptable?,0.1365747953653625
Suppose I have a 45 year old gentleman who has severe atopic eczema and has failed numerous systemic agents like ciclosporin and methotrexate.  He is also currently planning on fathering children. Is it reasonable to start him on dupilumab injections?,0.09923510550050658
"A case presented, 45 year old female, presents only some mild dyspnea, 4 hour evolution. She has a chest X-ray that was taken yesterday and you identify cardiomegaly. How do you measure the grades for cardiomegaly?",0.05509541561063522
How can we determine which artery is blocked in an AMI using an EKG?,0.05929834043068476
"A 33 year old male has presented with suicidal thoughts, self harm and a risk of violence towards others. Does he meet the criteria for sectioning under the mental health act?",0.02361069312959942
A 16 year old girl presents with typical symptoms of emotionally unstable personality disorder. What are these symptoms and is she eligible for diagnosis of this disorder?,0.023627405189916535
"You are stood down from a bit breathing job due to a caller stating a DNAR is in place but around 30 minutes later it comes out that the patient choked, with the DNAR excluding reversible causes. With the patient not breathing for over 30 minutes, the family not wanting resuscitation, what is the best action course? ",0.058945426690913835
A patient who has sustained an opioid arrest has now received narcan and is refusing hospital treatment or to leave the ambulance - is it correct to call police?,0.15711806732326497
"If a person shows stage fear, what could be the main reason and what can be the perfect solution for it?",0.08701211498557919
How can you understand the mind of a politician while his speech?,0.05029004663561212
What are the neurotrophic effects of GnRH on motor neurons in the spinal cord?,0.09972468879161815
"If we apply GnRH to cultured neurons and observe neuritic growth, what would be the possible mechanism of action of this hormone on neurons?",0.12173210186065275
How can we support people through addiction and homelessness?,0.06208392809643829
"Which psycho-therapeutic approaches would you take with a client addicted to substances, traumatized by childhood abuse and having a dissociative personality disorder?",7.84320611348355e-232
What is the best type of socket for a diabetic amputee?,0.1032631650921284
What is the best kind of suspension for an amputee?,0.15605815356255526
"A 76-year-old man who consulted for cognitive impairment, slowness and clumsiness of movements, of eight months of evolution. The family reports that the patient presented visual hallucinations, for which reason his Primary Care doctor prescribed low doses of risperidone, with a significant worsening of motor status. In view of these data, what is the most probable diagnosis?",7.259419553339045e-232
"A 29-year-old obese woman with no relevant history, who consulted for intense, bilateral, throbbing headache of one month's duration, accompanied by horizontal diplopia and episodes of monocular amaurosis lasting seconds. The examination is normal, except for the presence of bilateral papilledema. Which of these tests do you think will allow you to fully confirm your diagnosis?",0.11699669823707445
"A person with a learning disability is driving a car and hits a road user, will he or she be charged?",0.13603698996399569
"As a person supporting a disabled person, if the service user is agitated towards me and I retaliate, what are my chances against the law?",0.15984678261761137
"I contracted a strain of Bacillus subtilis, which has a mutation in a gene. Therefore it cannot live well at 37 degrees Celsius. When I introduce a functional version of this gene to the mutant strain, it cannot recover itself and cannot live at 37 degrees Celsius. Is this possible?",0.13684524575973514
I found a protein expressed in both humans and Pseudomonas aeruginosa. They have quite similar protein structures but completely different sequences and functions. How could this happen?,0.03351908598997055
"Under age girl going through labor about to give birth to her second child asks to have a permanent contraceptive method against her parents will, what do you do?",3.453386583574231e-155
"Patient that claims to be a jehovahs Witness in critical condition that urgently requires a blood transfusion but has not given his consent, what do you do?",0.03151021985232915
What's the best test for screening of diabetes mellitus type 2?,0.10918434868091323
Is serum antibody related to hashimoto's thiroiditis?,0.07937187162449326
"A kid refuses to brush his teeth and the parents feel helpless, how could I motivate the child to brush their teeth?",0.08117089364337164
Do cavities have a genetic cause?,0.13577703120476428
I have a patient with abdominal pain for 3 days. What is the protocol I should choose when the patient arrive to the CT scan?,0.044064515950630205
I have a patient with a kidney stone. Should the patient do an ultrasound or a CT scan?,3.3359433442420416e-79
"Supose there is a 28yo male patient who presents with blood vomiting after attending his graduation party, which is the most likely cause of the bleeding? ",0.07864233655787405
"Supose there is female 30yo patient who is pregnant of 32 weeks, she presents with moderate transvaginal bleeding and no other symptoms, what would be the best initial course of action to address this patient? ",0.12644985978107043
What is the best way to maintain a healthy body weight when you are already eating healthy and exercising but can't find positive results?,0.15980155010216415
Why are infant formula brands not necessarily promoted to pregnant and lactating women?,0.12157691372987167
What are auer rods? ,0.04042370508112307
What's the difference between lymphocytic and myeloid leukemia? ,0.10168974604645087
A group of patients presenting with diarrhea 6 hours after eating out in a restaurant. The patients reported eating salads and meat. What are the most likely agents causing such disease? ,1.6932770163747391e-155
A male with 80 years old presents with chronic cough for the last two years. What should you order to study the patient's condition?,1.6505007164486634e-155
"There is a 3 years old kid, that was playing in the yard and fell from 2 meters, what would you do?",9.598888475853186e-79
"You have a 2 years old kid that hasn't reached his normal height, and he has a gasometry with metabolic acidosis, what else would you ask for if you are suspecting of renal tubular acidosis ?",1.725531576483022e-78
"A patient comes in with frequent asthmatic episodes, what should be monitored in such a patient?",1.9180709031040057e-78
What are the steps in a cranial nerve exam?,1.0300341100268283e-78
"If a doctor walking down the street sees a person collapse on the ground, what should he do?",0.09616277265991825
"If an obese patient who wants to lose weight goes to the doctor's office, what would be the first steps to follow?",0.10794157982239579
"A patient presents with low platelet count. All investigations done are inconclusive, what is the next step?",1.7097872680874517e-78
Imagine a patient presents with high grade fever. All the investigations done are negative and we are unable to find the cause of the fever. What could it be?,9.664969255392588e-232
Can babies under 3 take lactulose?,0.10876569038393559
With hypertension can you take oral anti inflammatory?,0.13647852524766074
Can you summarize the standard procedure to treat a recurrent eczema on children? ,0.08959029264846242
"A 12 years old male patient is taken to the office by his mother. He was bitten by an animal 20 minutes ago, the mother has no idea what type of animal it was, what is the immediate treatment?",0.17861861633156548
"If a 90 year old male has high level of frailty, lives alone and high risk of falls, should he live home alone without a package of care? ",0.05455053804469011
How does a family living in the north east of England seek support for their own mental health when they have a family member with memory problems but who is declining the diagnostic process for dementia?,0.07495539963730807
Who is the medical technology leader for Image guided therapy and where can I find data that supports that?,0.10245114310804511
Assume I wanted to come up with a new approach for treating heart diseases using image guided therapy system and i want to develop a brand new system. What would be the steps needed to assess the required development steps for such system?,1.8552458579607953e-155
How can we prevent the next pandemic?,0.052687860518497207
How can one effectively manage a clinic and also ensure top notch patient care?,0.047890172565069715
How would you deal with a situation where you are being threatened physically?,1.0849162614822189e-78
How do you plan on providing the best care possible without being unprofessional?,0.0397216479481646
What type of health supplies require approbation?,0.07248064775017714
To what extent should there be regulations of medical devices?,1.7279834840141917e-78
"A 45-year-old woman presents to her doctor with a one-month history of fatigue, shortness of breath, and easy bruising. She has no significant past medical history. A blood test reveals anemia, leukopenia, and thrombocytopenia. A bone marrow biopsy is performed and reveals chronic myeloid leukemia (CML). The patient is referred to a hematologist-oncologist for treatment. The hematologist-oncologist discusses the treatment options with the patient, which include tyrosine kinase inhibitors (TKIs), allogeneic stem cell transplantation, and supportive care. The patient decides to undergo treatment with TKIs. What are the advantages and disadvantages of treatment with TKIs for CML?",0.053491806401473906
"A 55-year-old man presents to his doctor with fatigue, shortness of breath, and easy bruising. He has no significant past medical history. A blood test reveals pancytopenia, which is a decrease in all three types of blood cells: red blood cells, white blood cells, and platelets. A bone marrow biopsy is performed and reveals acute myeloid leukemia (AML). The patient receives six cycles of chemotherapy over the course of six months. The chemotherapy is successful in shrinking the leukemia cells, but the patient develops a number of side effects, including fatigue, nausea, vomiting, and hair loss. After the chemotherapy is completed, the patient undergoes a stem cell transplant. The stem cells are donated by a matched sibling. The transplant is successful and the patient is able to go home. What are the potential side effects of chemotherapy and stem cell transplantation for the treatment of AML?",0.11130507873316325
"A female patient is experiencing recurrent urinary tract infections, she has been treated with cefadroxil for seven days but has not shown improvement. What is the correct course of action?",7.653048874486641e-79
Describe the pharmacokynetic differences of lansoprazole and omeprazole and make an argument for which one would be better for an elderly female patient with liver issues.,0.08256845587243174
What is the average human body temperature?,0.14532405608844742
"There is a spillage in my laboratory, and I just walked in to meet it. I don't know the chemical that was spilled, please direct me on the safest and important actions to take.",0.036487935022782
36 year old starting medications for mental health issues - which are most like to cause Long QT on an ECG recording?,7.586831018824814e-232
"I have a patient who has taken venlafaxine for 10 years and has recently stopped due to side effects and now wants a different kind of medication, except an SNRI. What other medication could I give this patient with less side effects but still efficacious?",0.09100858052175223
Can you provide me a list of inclusion criteria in a superiority clinical trial to study a new biphosphonate? ,0.17437767955589706
"30 year old female has an episode of syncope post 2nd COVID vaccine, has a history of palpitations and dizziness - what test would you suggest to be carried out?",0.01971715609272507
A patient with low IQ has trouble sleeping but does not understand the risks of long term benzodiazepine usage. How can I explain it to her in simple terms and also suggest something different?,1.2978206763859961e-78
Can you provide a list of all the different ADR classifications?,3.2856079010283294e-232
Why do people become addicted to heroin?,0.06480982275107265
Can you tell me what I need to get the Industria Verde certification for a company in Ramos Arizpe?,3.6626397502333424e-232
"My company, located in Mexico, fired a person that came to work with a level of alcohol in the blood of 0.009. This person is suing the company due to that decision. Can this person win the sue?",1.0728014782890633e-78
What advances have there been in detox methods for people addicted to alcohol over the last 20 years?,0.04323791166602768
"If the peak value in a virus culture occurs before the peak value of its pcr, what does that say about the virus?",0.11457115675501857
"In a ventilated, corrected gestation, 28+4 week baby with bidirectional PDA, what is the best way of closing the PDA non-surgically?",0.11758040402540525
How would you help a mom with her breast feeding fatigue?,0.04711090744216471
"A patient who is nil by mouth has snuck food in, what are the risk associated if they are due to have an operation in 1 hour?",3.5064015936609213e-155
A 52 year old male is seen as an outpatient with skin lesions that are suspicious of cutaneous T cell lymphoma. Biopsies are not diagnostic and he is instead kept under surveillance. At what point would you consider initiating treatment if further biopsies are equivocal? What parameters would be taken into consideration?,0.038078858013297176
"Suppose a patient has recently undergone orthodontic treatment to straighten their teeth, but they are still experiencing bite problems and jaw pain. The patient is interested in exploring options for addressing these issues, but they are hesitant about undergoing further treatment. What are the potential causes of these symptoms, and what non-surgical options are available for addressing them?",0.07807685724182206
"A 21-year-old woman is going to undergo chemotherapy. The doctors do not assure that if she recovers she will be able to continue to be fertile, she may even have her uterus and ovaries removed. The woman does not have a steady partner now, but she communicates her desire to become a mother in the future. What can she do to preserve her fertility? ",0.05644215948717637
